QID Code,Domain,Department,Category,Cluster,Question Text,Response Type,Trigger Points,Is Universal
AR_01,General,AI Engineering,agents_and_agent_orchestration,Cluster 5 — Operational & Infrastructure Risk,Do you have a strategy for token expiry versus long-running AI tasks?,Yes | No | Partial | Not Applicable,,0
AR_126,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,Do you have a formal capacity planning process to ensure compute resources can scale for AI and business workloads?,Yes | No | Partial | Not Applicable,,
AR_127,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,"Are all compute environments (dev, staging, production) maintained with automated patch management and security hardening?",Yes | No | Partial | Not Applicable,,
AR_128,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,"Are workloads logically and technically segregated across dev, staging, and production environments?",Yes | No | Partial | Not Applicable,,
AR_129,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,Do you have real-time compute performance monitoring with automated alerting for degradation?,Yes | No | Partial | Not Applicable,,
AR_130,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,"Is there a formal lifecycle management process for compute resources, including decommissioning of legacy and orphaned systems?",Yes | No | Partial | Not Applicable,,
AR_131,General,Data & Privacy,data_security_protection,"Cluster 2 — Data, Privacy & Information Assets",Is enterprise data encrypted at rest and in transit across all storage environments with customer-managed keys?,Yes | No | Partial | Not Applicable,,
AR_132,General,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,Are backup and recovery capabilities formally governed with tested recovery time objectives (RTOs) and recovery point objectives (RPOs)?,Yes | No | Partial | Not Applicable,,
AR_133,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,Is data availability ensured across multiple regions and platforms to prevent single points of failure?,Yes | No | Partial | Not Applicable,,
AR_134,General,Data & Privacy,data_governance_quality_lineage_enterprise,"Cluster 2 — Data, Privacy & Information Assets","Are all data assets formally classified and assigned ownership, with appropriate protection controls enforced by classification level?",Yes | No | Partial | Not Applicable,,
AR_135,General,Data & Privacy,data_governance_quality_lineage_enterprise,"Cluster 2 — Data, Privacy & Information Assets",Is there a formal data lifecycle and retention governance program with automated enforcement and legal hold capabilities?,Yes | No | Partial | Not Applicable,,
AR_136,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,Is your network architecture designed with microsegmentation to isolate workloads and prevent lateral threat movement?,Yes | No | Partial | Not Applicable,,
AR_137,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,"Are all external connections, APIs, and third-party integrations secured with mutual authentication and encrypted channels?",Yes | No | Partial | Not Applicable,,
AR_138,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,"Do you have automated traffic management capabilities (e.g., load balancing, DDoS protection) to maintain availability during demand spikes?",Yes | No | Partial | Not Applicable,,
AR_139,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,"Is comprehensive network visibility (e.g., flow logging, IDS/IPS) implemented to detect attacks in real time?",Yes | No | Partial | Not Applicable,,
AR_140,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,"Are hybrid and remote connectivity risks (VPN, SD-WAN, Direct Connect) managed with formal security controls?",Yes | No | Partial | Not Applicable,,
AR_141,General,Data & Privacy,data_access_control_usage,"Cluster 2 — Data, Privacy & Information Assets",Is identity and access governance enforced across all cloud services with automated provisioning and deprovisioning?,Yes | No | Partial | Not Applicable,,
AR_142,General,Data & Privacy,data_access_control_usage,"Cluster 2 — Data, Privacy & Information Assets","Are all privileged accounts subject to just-in-time access, session recording, and behavioral monitoring?",Yes | No | Partial | Not Applicable,,
AR_143,General,Data & Privacy,data_access_control_usage,"Cluster 2 — Data, Privacy & Information Assets","Are machine identities and API credentials managed with short-lived tokens, automated rotation, and inventory tracking?",Yes | No | Partial | Not Applicable,,
AR_144,General,Data & Privacy,data_access_control_usage,"Cluster 2 — Data, Privacy & Information Assets",Are access rights reviewed quarterly with automated detection of excessive permissions and privilege creep?,Yes | No | Partial | Not Applicable,,
AR_145,General,Data & Privacy,data_access_control_usage,"Cluster 2 — Data, Privacy & Information Assets",Does your authentication architecture enforce MFA for all users and implement phishing-resistant methods for privileged access?,Yes | No | Partial | Not Applicable,,
AR_146,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,Is end-to-end infrastructure health monitoring implemented with automated remediation for common failure scenarios?,Yes | No | Partial | Not Applicable,,
AR_147,General,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,"Is there a formal incident management process with defined SLAs, war room protocols, and post-incident review requirements?",Yes | No | Partial | Not Applicable,,
AR_148,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,Are all configuration changes governed through change management with automated drift detection and rollback capabilities?,Yes | No | Partial | Not Applicable,,
AR_149,General,Governance & Compliance,audit_assurance_review,"Cluster 4 — Governance, Compliance & Legal",Are logs and operational data retained in tamper-proof storage with automated analysis and compliance reporting?,Yes | No | Partial | Not Applicable,,
AR_150,General,AI Engineering,mlops_model_operations_management,Cluster 5 — Operational & Infrastructure Risk,"Is there a formal operational maturity improvement program with regular reviews, KPIs, and investment in automation?",Yes | No | Partial | Not Applicable,,
AR_151,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,Is high availability engineered into all critical infrastructure layers with automated failover and no single points of failure?,Yes | No | Partial | Not Applicable,,
AR_152,General,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,Are disaster recovery strategies formally validated through tested drills with documented RTOs and RPOs?,Yes | No | Partial | Not Applicable,,
AR_153,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,Are failover and redundancy mechanisms fully automated with no manual dependency for initial failover activation?,Yes | No | Partial | Not Applicable,,
AR_154,General,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,"Is there a formal large-scale outage coordination plan with defined roles, communication protocols, and external stakeholder management?",Yes | No | Partial | Not Applicable,,
AR_155,General,IT Infrastructure,incident_response_recovery,Cluster 5 — Operational & Infrastructure Risk,"Is resilience regularly tested against modern threat scenarios, including ransomware, DDoS, and cloud provider failure?",Yes | No | Partial | Not Applicable,,
AR_156,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,"Is cloud spending governed with formal budget controls, automated anomaly alerting, and executive-level financial reporting?",Yes | No | Partial | Not Applicable,,
AR_157,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,Are unused or inefficient cloud resources actively identified and removed through automated discovery and remediation?,Yes | No | Partial | Not Applicable,,
AR_158,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,Are auto-scaling policies aligned with financial controls to prevent unexpected cost spikes during demand events?,Yes | No | Partial | Not Applicable,,
AR_159,General,IT Infrastructure,cloud_provider_technical_environment,Cluster 5 — Operational & Infrastructure Risk,Is cloud cost accountability distributed to teams through internal showback or chargeback mechanisms?,Yes | No | Partial | Not Applicable,,
AR_160,General,Risk & Security,third_party_vendor_supply_chain,Cluster 5 — Operational & Infrastructure Risk,"Are long-term cloud investment risks evaluated, including vendor lock-in, contract flexibility, and technology obsolescence?",Yes | No | Partial | Not Applicable,,
AR_161,General,Governance & Compliance,policies_procedures_documentation,"Cluster 4 — Governance, Compliance & Legal","Does the organization have a formally documented AI policy approved by senior management or the board, with a clearly designated owner?",Yes – Approved & Owner Assigned | Partial – Approved but No Formal Owner | No – Policy Not Documented,,
AR_162,General,Governance & Compliance,policies_procedures_documentation,"Cluster 4 — Governance, Compliance & Legal","Does the AI policy explicitly cover all key lifecycle areas (strategy, development, third-party, GenAI, data, fairness, oversight, incidents, and decommissioning) and apply across all business units, geographies, subsidiaries, contractors, and third parties?",Yes – Full Coverage & Full Scope | Partial – Coverage or Scope Gaps Exist | No – Limited Coverage or Undefined Scope,,
